run,final_return,best_return,final_actor_loss,final_critic_loss,final_alpha,elapsed_sec
halfcheetah_sac_n1_seed0,4354.485937156906,4354.485937156906,-147.00997924804688,226.77468872070312,0.0943516415281496,1320.402
halfcheetah_sac_n3_seed0,4578.905840241691,4578.905840241691,-167.429443359375,736.8592529296875,0.2803910010635289,1256.26
halfcheetah_sac_n5_seed0,764.4917389483675,833.3690182944644,-34.583858489990234,32.49363708496094,0.1032411930211409,1286.235
