step,eval_return,actor_loss,critic_loss,alpha,elapsed_sec
5000,-0.5970718554752367,-0.037879783660173416,15.744499206542969,0.1999400089991696,2.22
10000,-90.7730441884731,12.685760498046875,23.566621780395508,0.05461312434790771,73.21
15000,-57.13262589621293,12.181182861328125,15.053924560546875,0.02408351359788941,138.107
20000,230.77883176408176,8.497672080993652,16.95378875732422,0.023893863643615752,205.756
25000,458.08558623427626,-3.0566253662109375,21.069501876831055,0.05051226635899051,270.996
30000,433.8123664677508,-13.897439956665039,21.826553344726562,0.07652381986829809,339.727
35000,607.8018763673756,-19.714296340942383,32.018287658691406,0.07558299695188056,406.113
40000,628.3186624072965,-22.724231719970703,38.94561004638672,0.08582932672789988,473.804
45000,642.7790932671317,-21.977489471435547,34.75310516357422,0.09488338503787612,541.755
50000,618.5060527014731,-24.513954162597656,31.40736961364746,0.10266704872802433,606.951
55000,611.8638433964676,-25.441747665405273,23.35702133178711,0.10527860325335879,672.644
60000,690.914356352557,-27.1555233001709,28.921188354492188,0.10752641147513207,740.587
65000,637.9202435391995,-28.663898468017578,11.869806289672852,0.10725401053361446,808.398
70000,706.144191076626,-30.242206573486328,14.202866554260254,0.10705625617678519,873.428
75000,688.677972192298,-29.721763610839844,20.63426399230957,0.10779677898739509,941.623
80000,710.9822562933529,-31.157716751098633,15.907004356384277,0.10814424882652293,1008.302
85000,753.0774675912196,-31.160608291625977,13.672195434570312,0.10692243579337048,1076.416
90000,833.3690182944644,-32.20367431640625,31.933391571044922,0.10451922198841554,1146.93
95000,712.4746386483969,-34.619930267333984,24.607202529907227,0.10600188365620998,1215.69
100000,764.4917389483675,-34.583858489990234,32.49363708496094,0.10324119302114092,1286.235
